Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC80220272014179LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140628161456_20140628163645.01,LT8BPF20140628161102_20140628163738.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/06/28,2014:179:16:26:47.5642040,2014:179:16:27:19.3342000,9,55.77,61.68107578,141.42117272,8.113,7.805,-1,1,Y,LPGS_2.3.0,47°26'57.52"N,84°43'14.20"W,48°30'53.71"N,85°38'17.34"W,48°04'22.84"N,83°08'37.79"W,46°22'01.63"N,83°50'45.89"W,46°48'13.07"N,86°15'44.89"W,47.44931,-84.72061,48.51492,-85.63815,48.07301,-83.14383,46.36712,-83.84608,46.80363,-86.26247,LC80220272014179LGN00,LC80220272014179LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014179LGN00
LC80210272014172LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140621160844_20140621163057.01,LT8BPF20140621160450_20140621163150.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/06/21,2014:172:16:20:35.6136090,2014:172:16:21:07.3836050,9,2.89,61.99372933,141.87330007,5.404,6.359,-1,1,Y,LPGS_2.3.0,47°26'57.16"N,83°10'55.81"W,48°30'53.46"N,84°05'58.24"W,48°04'22.76"N,81°36'19.76"W,46°22'01.24"N,82°18'28.01"W,46°48'12.53"N,84°43'25.97"W,47.44921,-83.18217,48.51485,-84.09951,48.07299,-81.60549,46.36701,-82.30778,46.80348,-84.72388,LC80210272014172LGN00,LC80210272014172LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014172LGN00
LC80210282014172LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140621160844_20140621163057.01,LT8BPF20140621160450_20140621163150.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/06/21,2014:172:16:20:59.4961740,2014:172:16:21:31.2661700,9,4.43,62.89971114,139.37970723,6.665,6.852,-1,1,Y,LPGS_2.3.0,46°01'47.71"N,83°43'16.39"W,47°05'36.10"N,84°37'11.39"W,46°39'33.16"N,82°11'26.59"W,44°57'00.76"N,82°51'45.86"W,45°22'47.03"N,85°13'09.23"W,46.02992,-83.72122,47.09336,-84.61983,46.65921,-82.19072,44.95021,-82.86274,45.37973,-85.21923,LC80210282014172LGN00,LC80210282014172LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014172LGN00
LC80220272014163LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140612151147_20140612163642.01,LT8BPF20140612161100_20140612163735.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/06/12,2014:163:16:26:45.4763280,2014:163:16:27:17.2463240,9,79.72,61.95138535,142.9419314,5.326,5.255,-1,1,Y,LPGS_2.3.0,47°26'57.59"N,84°44'17.09"W,48°30'53.89"N,85°39'19.33"W,48°04'23.05"N,83°09'41.00"W,46°22'01.63"N,83°51'49.54"W,46°48'13.07"N,86°16'47.35"W,47.44933,-84.73808,48.51497,-85.65537,48.07307,-83.16139,46.36712,-83.86376,46.80363,-86.27982,LC80220272014163LGN00,LC80220272014163LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014163LGN00
LC80210272014156LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140605150509_20140605163053.01,LT8BPF20140605160446_20140605163146.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/06/05,2014:156:16:20:31.6958470,2014:156:16:21:03.4658430,9,.02,61.5552379,144.05547979,5.909,6.418,-1,1,Y,LPGS_2.3.0,47°26'57.19"N,83°11'36.85"W,48°30'53.50"N,84°06'39.35"W,48°04'22.66"N,81°37'00.48"W,46°22'01.31"N,82°19'08.80"W,46°48'12.71"N,84°44'07.19"W,47.44922,-83.19357,48.51486,-84.11093,48.07296,-81.6168,46.36703,-82.31911,46.80353,-84.73533,LC80210272014156LGN00,LC80210272014156LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014156LGN00
LC80210282014156LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140605150509_20140605163053.01,LT8BPF20140605160446_20140605163146.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/06/05,2014:156:16:20:55.5784120,2014:156:16:21:27.3484080,9,.16,62.50478688,141.66810421,6.225,7.196,-1,1,Y,LPGS_2.3.0,46°01'47.78"N,83°43'57.40"W,47°05'36.10"N,84°37'52.57"W,46°39'33.12"N,82°12'07.34"W,44°57'00.83"N,82°52'26.62"W,45°22'47.17"N,85°13'50.41"W,46.02994,-83.73261,47.09336,-84.63127,46.6592,-82.20204,44.95023,-82.87406,45.37977,-85.23067,LC80210282014156LGN00,LC80210282014156LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014156LGN00
LC80220272014147LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140527151138_20140527163634.01,LT8BPF20140527151231_20140527163727.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/05/27,2014:147:16:26:36.5134860,2014:147:16:27:08.2834830,9,1.25,60.5704133,145.6905466,4.8,4.451,-1,1,Y,LPGS_2.3.0,47°26'57.12"N,84°43'42.38"W,48°30'53.39"N,85°38'44.88"W,48°04'22.30"N,83°09'05.87"W,46°22'01.27"N,83°51'14.51"W,46°48'12.92"N,86°16'13.01"W,47.4492,-84.72844,48.51483,-85.6458,48.07286,-83.15163,46.36702,-83.85403,46.80359,-86.27028,LC80220272014147LGN00,LC80220272014147LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014147LGN00
LC80210272014140LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140520150501_20140520163044.01,LT8BPF20140520150554_20140520163137.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/05/20,2014:140:16:20:23.3006410,2014:140:16:20:55.0706370,9,58.7,59.4336998,146.98675426,5.784,5.035,-1,1,Y,LPGS_2.3.0,47°26'56.80"N,83°11'14.39"W,48°30'52.92"N,84°06'17.32"W,48°04'21.90"N,81°36'37.87"W,46°22'00.98"N,82°18'46.26"W,46°48'12.56"N,84°43'45.19"W,47.44911,-83.18733,48.5147,-84.10481,48.07275,-81.61052,46.36694,-82.31285,46.80349,-84.72922,LC80210272014140LGN00,LC80210272014140LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014140LGN00
LC80220272014131LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140511161910_20140511163636.01,LT8BPF20140511161516_20140511163729.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/05/11,2014:131:16:26:39.0892160,2014:131:16:27:10.8592120,9,23.96,57.5125467,148.50136591,5.391,5.655,-1,1,Y,LPGS_2.3.0,47°26'56.33"N,84°47'49.63"W,48°30'49.36"N,85°43'00.44"W,48°04'26.33"N,83°13'17.29"W,46°22'03.54"N,83°55'13.84"W,46°48'07.42"N,86°20'16.08"W,47.44898,-84.79712,48.51371,-85.71679,48.07398,-83.22147,46.36765,-83.92051,46.80206,-86.3378,LC80220272014131LGN00,LC80220272014131LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014131LGN00
LC80210282014124LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140504160840_20140504163053.01,LT8BPF20140504160446_20140504163146.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/05/04,2014:124:16:20:56.3035060,2014:124:16:21:28.0735020,9,64.42,56.77411401,147.84410418,6.989,7.23,-1,1,Y,LPGS_2.3.0,46°01'46.60"N,83°46'33.71"W,47°05'31.70"N,84°40'37.06"W,46°39'36.29"N,82°14'47.15"W,44°57'02.66"N,82°54'54.94"W,45°22'41.66"N,85°16'23.02"W,46.02961,-83.77603,47.09214,-84.67696,46.66008,-82.24643,44.95074,-82.91526,45.37824,-85.27306,LC80210282014124LGN00,LC80210282014124LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014124LGN00
LC80210272014124LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140504160840_20140504163053.01,LT8BPF20140504160446_20140504163146.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/05/04,2014:124:16:20:32.4251770,2014:124:16:21:04.1951730,9,71.77,55.71595288,149.64788459,6.633,6.127,-1,1,Y,LPGS_2.3.0,47°26'56.22"N,83°14'23.32"W,48°30'49.18"N,84°09'34.56"W,48°04'26.15"N,81°39'50.69"W,46°22'03.43"N,82°21'46.80"W,46°48'07.27"N,84°46'49.76"W,47.44895,-83.23981,48.51366,-84.1596,48.07393,-81.66408,46.36762,-82.363,46.80202,-84.78049,LC80210272014124LGN00,LC80210272014124LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014124LGN00
LC80210282014108LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140418161318_20140418163109.01,LT8BPF20140418160924_20140418163202.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/04/18,2014:108:16:21:11.6123680,2014:108:16:21:43.3823640,9,83.54,51.81495065,150.20591963,5.442,6.276,-1,1,Y,LPGS_2.3.0,46°01'46.09"N,83°46'17.04"W,47°05'31.34"N,84°40'20.64"W,46°39'35.64"N,82°14'30.19"W,44°57'02.16"N,82°54'38.12"W,45°22'41.45"N,85°16'06.89"W,46.02947,-83.7714,47.09204,-84.6724,46.6599,-82.24172,44.9506,-82.91059,45.37818,-85.26858,LC80210282014108LGN00,LC80210282014108LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014108LGN00
LC80220272014099LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140409161605_20140409163707.01,LT8BPF20140409161211_20140409163800.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/04/09,2014:099:16:27:09.5664320,2014:099:16:27:41.3364280,9,15.05,47.48742408,152.55572045,8.742,9.743,-1,1,Y,LPGS_2.3.0,47°26'56.15"N,84°47'14.89"W,48°30'49.25"N,85°42'24.66"W,48°04'26.08"N,83°12'42.88"W,46°22'03.25"N,83°54'39.96"W,46°48'07.24"N,86°19'40.94"W,47.44893,-84.78747,48.51368,-85.70685,48.07391,-83.21191,46.36757,-83.9111,46.80201,-86.32804,LC80220272014099LGN00,LC80220272014099LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014099LGN00
LC80210282014092LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140402161001_20140402163126.01,LT8BPF20140402160607_20140402163219.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/04/02,2014:092:16:21:28.9653220,2014:092:16:22:00.7353180,9,28.97,45.94744084,151.85618785,8.346,9.113,-1,1,Y,LPGS_2.3.0,46°01'47.53"N,83°46'38.21"W,47°05'32.86"N,84°40'40.15"W,46°39'37.26"N,82°14'52.15"W,44°57'03.35"N,82°55'00.70"W,45°22'42.53"N,85°16'27.08"W,46.02987,-83.77728,47.09246,-84.67782,46.66035,-82.24782,44.95093,-82.91686,45.37848,-85.27419,LC80210282014092LGN00,LC80210282014092LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014092LGN00
LC80220272014083LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140324161619_20140324170253.01,LT8BPF20140324161225_20140324170346.01,L8CPF20140101_20140331.03,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/03/24,2014:083:16:27:23.3787440,2014:083:16:27:55.1487400,9,38.73,41.29630848,153.73876768,7.049,5.685,-1,1,Y,LPGS_2.3.0,47°26'56.58"N,84°46'51.24"W,48°30'49.86"N,85°41'59.60"W,48°04'26.80"N,83°12'20.02"W,46°22'03.58"N,83°54'17.53"W,46°48'07.42"N,86°19'16.50"W,47.44905,-84.7809,48.51385,-85.69989,48.07411,-83.20556,46.36766,-83.90487,46.80206,-86.32125,LC80220272014083LGN00,LC80220272014083LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014083LGN00
LC80210272014076LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140317161152_20140317165739.01,LT8BPF20140317160758_20140317165832.01,L8CPF20140101_20140331.03,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/03/17,2014:076:16:21:21.1870650,2014:076:16:21:52.9570610,9,68.57,38.50978341,154.19902226,6.051,5.923,-1,1,Y,LPGS_2.3.0,47°26'56.72"N,83°14'40.24"W,48°30'50.11"N,84°09'48.24"W,48°04'26.90"N,81°40'09.05"W,46°22'03.58"N,82°22'06.85"W,46°48'07.56"N,84°47'05.42"W,47.44909,-83.24451,48.51392,-84.1634,48.07414,-81.66918,46.36766,-82.36857,46.8021,-84.78484,LC80210272014076LGN00,LC80210272014076LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014076LGN00
LC80210282014076LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140317161152_20140317165739.01,LT8BPF20140317160758_20140317165832.01,L8CPF20140101_20140331.03,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/03/17,2014:076:16:21:45.0653940,2014:076:16:22:16.8353900,9,70.41,39.64932656,153.15145076,8.133,8.594,-1,1,Y,LPGS_2.3.0,46°01'46.81"N,83°46'52.00"W,47°05'32.46"N,84°40'52.25"W,46°39'36.90"N,82°15'06.77"W,44°57'02.41"N,82°55'16.14"W,45°22'41.52"N,85°16'40.04"W,46.02967,-83.78111,47.09235,-84.68118,46.66025,-82.25188,44.95067,-82.92115,45.3782,-85.27779,LC80210282014076LGN00,LC80210282014076LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014076LGN00
LC80220272014067LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140308161809_20140308170507.01,LT8BPF20140308161415_20140308170600.01,L8CPF20140101_20140331.03,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/03/08,2014:067:16:27:37.4926220,2014:067:16:28:09.2626180,9,9.36,34.95649932,154.80543267,7.129,6.116,-1,1,Y,LPGS_2.3.0,47°26'57.37"N,84°46'44.29"W,48°30'50.83"N,85°41'51.76"W,48°04'27.59"N,83°12'13.14"W,46°22'04.15"N,83°54'11.45"W,46°48'08.17"N,86°19'09.34"W,47.44927,-84.77897,48.51412,-85.69771,48.07433,-83.20365,46.36782,-83.90318,46.80227,-86.31926,LC80220272014067LGN00,LC80220272014067LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014067LGN00
LC80210282014060LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140301161201_20140301165812.01,LT8BPF20140301160807_20140301165905.01,L8CPF20140101_20140331.03,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/03/01,2014:060:16:21:53.9268530,2014:060:16:22:25.6968490,9,30.46,33.42158085,154.44256543,7.112,8.664,-1,1,Y,LPGS_2.3.0,46°01'46.88"N,83°45'31.14"W,47°05'32.71"N,84°39'29.45"W,46°39'37.26"N,82°13'46.96"W,44°57'02.30"N,82°53'57.16"W,45°22'41.30"N,85°15'18.11"W,46.02969,-83.75865,47.09242,-84.65818,46.66035,-82.22971,44.95064,-82.89921,45.37814,-85.25503,LC80210282014060LGN00,LC80210282014060LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014060LGN00
LC80210272014060LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140301161201_20140301165812.01,LT8BPF20140301160807_20140301165905.01,L8CPF20140101_20140331.03,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/03/01,2014:060:16:21:30.0485240,2014:060:16:22:01.8185200,9,54.99,32.26333199,155.3249613,6.412,4.821,-1,1,Y,LPGS_2.3.0,47°26'57.05"N,83°13'18.66"W,48°30'50.65"N,84°08'24.72"W,48°04'27.55"N,81°38'48.48"W,46°22'03.68"N,82°20'47.29"W,46°48'07.56"N,84°45'42.88"W,47.44918,-83.22185,48.51407,-84.1402,48.07432,-81.6468,46.36769,-82.34647,46.8021,-84.76191,LC80210272014060LGN00,LC80210272014060LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014060LGN00
LC80220272014051LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140220162022_20140220170657.01,LT8BPF20140220161628_20140220170750.01,L8CPF20140101_20140331.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/02/20,2014:051:16:27:51.3990420,2014:051:16:28:23.1690380,9,38.96,28.97180928,156.07408355,6.497,6.466,172,3,Y,LPGS_2.6.0,47°26'57.70"N,84°46'51.96"W,48°30'51.34"N,85°41'58.31"W,48°04'27.98"N,83°12'21.24"W,46°22'04.33"N,83°54'20.23"W,46°48'08.42"N,86°19'16.57"W,47.44936,-84.7811,48.51426,-85.69953,48.07444,-83.2059,46.36787,-83.90562,46.80234,-86.32127,LC80220272014051LGN00,LC80220272014051LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014051LGN00
LC80210272014044LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140213161415_20140213170114.02,LT8BPF20140213161021_20140213170207.02,L8CPF20140101_20140331.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/02/13,2014:044:16:21:44.1970190,2014:044:16:22:15.9670150,9,80.24,26.59468318,156.73660974,4.159,6.454,33,3,Y,LPGS_2.6.0,47°26'56.04"N,83°13'33.89"W,48°30'49.86"N,84°08'40.78"W,48°04'25.75"N,81°39'02.23"W,46°22'02.39"N,82°21'01.69"W,46°48'07.24"N,84°45'59.44"W,47.4489,-83.22608,48.51385,-84.14466,48.07382,-81.65062,46.36733,-82.35047,46.80201,-84.76651,LC80210272014044LGN00,LC80210272014044LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014044LGN00
LC80220272014035LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140204162123_20140204170734.01,LT8BPF20140204161729_20140204170827.01,L8CPF20140101_20140331.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/02/04,2014:035:16:28:04.6853630,2014:035:16:28:36.4553590,9,49.22,23.84815158,157.69584702,6.184,6.835,129,3,Y,LPGS_2.6.0,47°26'56.87"N,84°47'06.04"W,48°30'50.62"N,85°42'14.47"W,48°04'25.97"N,83°12'33.19"W,46°22'03.43"N,83°54'32.44"W,46°48'08.75"N,86°19'32.66"W,47.44913,-84.78501,48.51406,-85.70402,48.07388,-83.20922,46.36762,-83.90901,46.80243,-86.32574,LC80220272014035LGN00,LC80220272014035LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014035LGN00
LC80210272014028LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140128161605_20140128170128.01,LT8BPF20140128161211_20140128170221.01,L8CPF20140101_20140331.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/01/28,2014:028:16:21:58.7685920,2014:028:16:22:30.5385880,9,32,21.99884721,158.53191502,5.12,5.978,118,3,Y,LPGS_2.6.0,47°26'56.26"N,83°14'13.63"W,48°30'50.15"N,84°09'22.57"W,48°04'24.78"N,81°39'39.64"W,46°22'02.60"N,82°21'39.53"W,46°48'08.75"N,84°46'41.56"W,47.44896,-83.23712,48.51393,-84.15627,48.07355,-81.66101,46.36739,-82.36098,46.80243,-84.77821,LC80210272014028LGN00,LC80210272014028LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014028LGN00
LC80210282014028LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140128161605_20140128170128.01,LT8BPF20140128161211_20140128170221.01,L8CPF20140101_20140331.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/01/28,2014:028:16:22:22.6469210,2014:028:16:22:54.4169170,9,34.14,23.20546653,157.87840753,6.001,6.997,-1,2,Y,LPGS_2.4.0,46°01'47.06"N,83°46'27.08"W,47°05'33.07"N,84°40'28.16"W,46°39'35.39"N,82°14'39.19"W,44°57'02.38"N,82°54'50.47"W,45°22'43.50"N,85°16'17.62"W,46.02974,-83.77419,47.09252,-84.67449,46.65983,-82.24422,44.95066,-82.91402,45.37875,-85.27156,LC80210282014028LGN00,LC80210282014028LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014028LGN00
LC80220272014019LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140119162242_20140119170742.01,LT8BPF20140119161848_20140119170835.03,L8CPF20140101_20140331.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/01/19,2014:019:16:28:12.2763730,2014:019:16:28:44.0463690,9,55.59,20.05194054,159.68357535,6.156,6.345,84,3,Y,LPGS_2.6.0,47°26'56.15"N,84°46'10.99"W,48°30'49.97"N,85°41'20.94"W,48°04'24.13"N,83°11'35.99"W,46°22'02.50"N,83°53'35.84"W,46°48'09.07"N,86°18'39.92"W,47.44893,-84.76972,48.51388,-85.68915,48.07337,-83.19333,46.36736,-83.89329,46.80252,-86.31109,LC80220272014019LGN00,LC80220272014019LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014019LGN00
LC80210282014012LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140112161659_20140112175552.01,LT8BPF20140112161305_20140112170227.01,L8CPF20140101_20140331.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/01/12,2014:012:16:22:29.2341800,2014:012:16:23:01.0041760,9,81.36,20.14339095,160.03645424,7.212,10.746,-1,2,Y,LPGS_2.4.0,46°01'46.60"N,83°45'27.22"W,47°05'32.71"N,84°39'29.77"W,46°39'33.98"N,82°13'37.52"W,44°57'01.73"N,82°53'49.16"W,45°22'43.93"N,85°15'19.62"W,46.02961,-83.75756,47.09242,-84.65827,46.65944,-82.22709,44.95048,-82.89699,45.37887,-85.25545,LC80210282014012LGN00,LC80210282014012LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014012LGN00
LC80220272014003LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140103162343_20140103170755.01,LT8BPF20140103161949_20140103170848.01,L8CPF20140101_20140331.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/01/03,2014:003:16:28:25.5022330,2014:003:16:28:57.2722290,9,67.01,17.95135689,161.8444548,5.364,6.196,61,3,Y,LPGS_2.6.0,47°26'56.00"N,84°46'59.09"W,48°30'49.90"N,85°42'09.90"W,48°04'23.27"N,83°12'23.04"W,46°22'02.24"N,83°54'23.26"W,46°48'09.61"N,86°19'29.28"W,47.44889,-84.78308,48.51386,-85.70275,48.07313,-83.2064,46.36729,-83.90646,46.80267,-86.3248,LC80220272014003LGN00,LC80220272014003LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014003LGN00
LC80210272013361LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20131227161800_20131227170151.02,LT8BPF20131227161406_20131227170244.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/27,2013:361:16:22:18.6324850,2013:361:16:22:50.4024810,9,73.4,17.62337005,162.77103716,4.87,8.057,32,4,Y,LPGS_2.6.2,47°26'57.23"N,83°14'12.73"W,48°30'51.30"N,84°09'23.15"W,48°04'24.42"N,81°39'36.50"W,46°22'03.32"N,82°21'37.22"W,46°48'10.98"N,84°46'43.07"W,47.44923,-83.23687,48.51425,-84.15643,48.07345,-81.66014,46.36759,-82.36034,46.80305,-84.77863,LC80210272013361LGN00,LC80210272013361LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272013361LGN00
LC80210282013361LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20131227161800_20131227170151.02,LT8BPF20131227161406_20131227170244.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/27,2013:361:16:22:42.5150500,2013:361:16:23:14.2850460,9,37.46,18.88691873,162.21748822,8.28,10.491,-1,2,Y,LPGS_2.4.0,46°01'47.64"N,83°46'27.30"W,47°05'33.90"N,84°40'30.04"W,46°39'34.70"N,82°14'37.25"W,44°57'02.70"N,82°54'49.14"W,45°22'45.37"N,85°16'20.21"W,46.0299,-83.77425,47.09275,-84.67501,46.65964,-82.24368,44.95075,-82.91365,45.37927,-85.27228,LC80210282013361LGN00,LC80210282013361LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282013361LGN00
LC80210272013345LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20131211161809_20131211170157.02,LT8BPF20131211161415_20131211170250.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/12/11,2013:345:16:22:27.7025390,2013:345:16:22:59.4725350,9,3.42,18.24979554,164.59342269,5.631,6.489,159,3,Y,LPGS_2.6.0,47°26'56.72"N,83°14'23.75"W,48°30'50.94"N,84°09'32.08"W,48°04'24.28"N,81°39'48.71"W,46°22'02.60"N,82°21'50.11"W,46°48'10.01"N,84°46'52.90"W,47.44909,-83.23993,48.51415,-84.15891,48.07341,-81.66353,46.36739,-82.36392,46.80278,-84.78136,LC80210272013345LGN00,LC80210272013345LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272013345LGN00
