Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC80210282015271LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150928161321_20150928174927.01,LT8BPF20150928160927_20150928165931.01,L8CPF20150701_20150930.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/28,2015:271:16:21:17.1461420,2015:271:16:21:48.9161390,9,37.01,39.85234011,158.95262016,6.606,6.909,152,-1,Y,LPGS_2.5.1,46°01'47.14"N,83°44'01.10"W,47°05'35.27"N,84°37'57.68"W,46°39'32.65"N,82°12'10.80"W,44°57'00.43"N,82°52'29.14"W,45°22'46.42"N,85°13'54.48"W,46.02976,-83.73364,47.09313,-84.63269,46.65907,-82.203,44.95012,-82.87476,45.37956,-85.2318,LC80210282015271LGN00,LC80210282015271LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015271LGN00
LC80220272015262LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150919161618_20150919170255.01,LT8BPF20150919161224_20150919170429.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/19,2015:262:16:27:01.4415660,2015:262:16:27:33.2115620,9,71.28,41.82857779,157.78104256,7.303,5.74,26,-1,Y,LPGS_2.5.1,47°26'56.44"N,84°44'21.55"W,48°30'52.27"N,85°39'25.27"W,48°04'21.86"N,83°09'45.14"W,46°22'00.77"N,83°51'52.45"W,46°48'11.77"N,86°16'52.10"W,47.44901,-84.73932,48.51452,-85.65702,48.07274,-83.16254,46.36688,-83.86457,46.80327,-86.28114,LC80220272015262LGN00,LC80220272015262LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015262LGN00
LC80210272015255LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20150912151700_20150912174745.01,LT8BPF20150912160458_20150912165725.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/12,2015:255:16:20:47.3469670,2015:255:16:21:19.1169630,9,69.91,44.26240977,155.97205684,6.157,5.908,44,-1,Y,LPGS_2.5.1,47°26'56.08"N,83°11'12.44"W,48°30'52.13"N,84°06'15.73"W,48°04'21.36"N,81°36'35.75"W,46°22'00.34"N,82°18'43.67"W,46°48'11.66"N,84°43'43.18"W,47.44891,-83.18679,48.51448,-84.10437,48.0726,-81.60993,46.36676,-82.31213,46.80324,-84.72866,LC80210272015255LGN00,LC80210272015255LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272015255LGN00
LC80210282015255LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150912151700_20150912174745.01,LT8BPF20150912160458_20150912165725.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/12,2015:255:16:21:11.2295320,2015:255:16:21:42.9995280,9,12.85,45.42717149,154.7916372,6.525,5.728,224,-1,Y,LPGS_2.5.1,46°01'46.85"N,83°43'32.74"W,47°05'34.98"N,84°37'28.67"W,46°39'32.08"N,82°11'42.29"W,44°56'59.86"N,82°52'01.13"W,45°22'46.13"N,85°13'26.00"W,46.02968,-83.72576,47.09305,-84.62463,46.65891,-82.19508,44.94996,-82.86698,45.37948,-85.22389,LC80210282015255LGN00,LC80210282015255LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015255LGN00
LC80220272015246LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150903161457_20150903163650.01,LT8BPF20150903161103_20150903163821.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/03,2015:246:16:26:52.4764270,2015:246:16:27:24.2464230,9,14.52,47.26535525,153.50336441,4.665,4.369,503,-1,Y,LPGS_2.5.1,47°26'56.18"N,84°43'15.78"W,48°30'52.02"N,85°38'18.38"W,48°04'21.54"N,83°08'39.66"W,46°22'00.41"N,83°50'47.58"W,46°48'11.41"N,86°15'45.86"W,47.44894,-84.72105,48.51445,-85.63844,48.07265,-83.14435,46.36678,-83.84655,46.80317,-86.26274,LC80220272015246LGN00,LC80220272015246LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015246LGN00
LC80210282015239LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150827150518_20150827163101.01,LT8BPF20150827150649_20150827163235.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/27,2015:239:16:21:04.2892630,2015:239:16:21:36.0592590,9,80.19,50.5721074,150.06901671,6.189,6.707,44,-1,Y,LPGS_2.5.1,46°01'46.56"N,83°43'04.62"W,47°05'34.91"N,84°36'59.72"W,46°39'31.86"N,82°11'14.57"W,44°56'59.64"N,82°51'33.95"W,45°22'46.02"N,85°12'57.67"W,46.0296,-83.71795,47.09303,-84.61659,46.65885,-82.18738,44.9499,-82.85943,45.37945,-85.21602,LC80210282015239LGN00,LC80210282015239LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015239LGN00
LC80210272015239LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20150827150518_20150827163101.01,LT8BPF20150827150649_20150827163235.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/27,2015:239:16:20:40.3982260,2015:239:16:21:12.1682220,9,42.7,49.47978147,151.52937833,4.668,4.183,250,-1,Y,LPGS_2.5.1,47°26'57.70"N,83°10'43.18"W,48°30'53.96"N,84°05'45.67"W,48°04'23.05"N,81°36'06.80"W,46°22'01.85"N,82°18'15.26"W,46°48'13.28"N,84°43'13.62"W,47.44936,-83.17866,48.51499,-84.09602,48.07307,-81.60189,46.36718,-82.30424,46.80369,-84.72045,LC80210272015239LGN00,LC80210272015239LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272015239LGN00
LC80210282015223LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150811160838_20150811163054.01,LT8BPF20150811160444_20150811163228.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/11,2015:223:16:20:57.2111170,2015:223:16:21:28.9811130,9,66.68,55.04636329,145.38534495,7.127,6.732,43,-1,Y,LPGS_2.5.1,46°01'46.70"N,83°42'49.14"W,47°05'35.05"N,84°36'43.88"W,46°39'31.72"N,82°10'58.76"W,44°56'59.60"N,82°51'18.50"W,45°22'46.24"N,85°12'42.19"W,46.02964,-83.71365,47.09307,-84.61219,46.65881,-82.18299,44.94989,-82.85514,45.37951,-85.21172,LC80210282015223LGN00,LC80210282015223LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015223LGN00
LC80220272015214LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150802151142_20150802163638.01,LT8BPF20150802161052_20150802163851.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/02,2015:214:16:26:40.8441710,2015:214:16:27:12.6141680,9,61.43,56.22413819,145.01361494,6.095,5.357,109,-1,Y,LPGS_2.5.1,47°26'57.48"N,84°43'19.38"W,48°30'53.86"N,85°38'21.52"W,48°04'22.87"N,83°08'43.15"W,46°22'01.45"N,83°50'51.86"W,46°48'13.03"N,86°15'49.72"W,47.4493,-84.72205,48.51496,-85.63931,48.07302,-83.14532,46.36707,-83.84774,46.80362,-86.26381,LC80220272015214LGN00,LC80220272015214LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015214LGN00
LC80210282015207LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150726160834_20150726163050.01,LT8BPF20150726160440_20150726163303.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/26,2015:207:16:20:52.9586420,2015:207:16:21:24.7286390,9,11.67,58.66297355,141.50813939,5.716,5.099,349,-1,Y,LPGS_2.5.1,46°01'47.03"N,83°43'30.25"W,47°05'35.70"N,84°37'25.36"W,46°39'32.22"N,82°11'40.09"W,44°57'00.04"N,82°51'59.98"W,45°22'46.81"N,85°13'23.77"W,46.02973,-83.72507,47.09325,-84.62371,46.65895,-82.19447,44.95001,-82.86666,45.37967,-85.22327,LC80210282015207LGN00,LC80210282015207LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015207LGN00
LC80210272015207LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20150726160834_20150726163050.01,LT8BPF20150726160440_20150726163303.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/26,2015:207:16:20:29.0718410,2015:207:16:21:00.8418380,9,6.81,57.71903053,143.60581499,4.535,4.419,446,-1,Y,LPGS_2.5.1,47°26'57.37"N,83°11'08.88"W,48°30'53.64"N,84°06'11.16"W,48°04'22.33"N,81°36'32.18"W,46°22'01.20"N,82°18'41.15"W,46°48'13.07"N,84°43'39.61"W,47.44927,-83.1858,48.5149,-84.1031,48.07287,-81.60894,46.367,-82.31143,46.80363,-84.72767,LC80210272015207LGN00,LC80210272015207LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272015207LGN00
LC80210272015191LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20150710150501_20150710163044.01,LT8BPF20150710160434_20150710163140.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/10,2015:191:16:20:23.2466230,2015:191:16:20:55.0166190,9,14.61,60.35507686,141.63379291,5.035,4.805,349,2,Y,LPGS_2.5.1,47°26'57.01"N,83°11'35.74"W,48°30'53.39"N,84°06'38.48"W,48°04'21.72"N,81°36'58.43"W,46°22'00.91"N,82°19'07.64"W,46°48'13.14"N,84°44'07.19"W,47.44917,-83.19326,48.51483,-84.11069,48.0727,-81.61623,46.36692,-82.31879,46.80365,-84.73533,LC80210272015191LGN00,LC80210272015191LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272015191LGN00
LC80210282015191LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150710150501_20150710163044.01,LT8BPF20150710160434_20150710163140.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/10,2015:191:16:20:47.1376600,2015:191:16:21:18.9076560,9,4.12,61.25809309,139.27930303,5.957,5.362,346,2,Y,LPGS_2.5.1,46°01'46.09"N,83°43'57.76"W,47°05'34.62"N,84°37'53.04"W,46°39'30.82"N,82°12'06.73"W,44°56'58.85"N,82°52'26.69"W,45°22'45.98"N,85°13'51.53"W,46.02947,-83.73271,47.09295,-84.6314,46.65856,-82.20187,44.94968,-82.87408,45.37944,-85.23098,LC80210282015191LGN00,LC80210282015191LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015191LGN00
LC80220272015182LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150701161432_20150701163624.01,LT8BPF20150701161038_20150701163720.02,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/01,2015:182:16:26:27.3342660,2015:182:16:26:59.1042620,9,46.81,61.2912647,141.41361715,5.741,5.349,114,2,Y,LPGS_2.5.1,47°26'56.04"N,84°43'44.15"W,48°30'52.38"N,85°38'46.82"W,48°04'20.53"N,83°09'06.73"W,46°21'59.80"N,83°51'15.98"W,46°48'12.20"N,86°16'15.56"W,47.4489,-84.72893,48.51455,-85.64634,48.07237,-83.15187,46.36661,-83.85444,46.80339,-86.27099,LC80220272015182LGN00,LC80220272015182LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015182LGN00
LC80210282015175LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150624150450_20150624163033.01,LT8BPF20150624160423_20150624163128.01,L8CPF20150401_20150630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/06/24,2015:175:16:20:35.9529490,2015:175:16:21:07.7229450,9,9.35,62.6146821,139.22767127,5.537,5.025,383,2,Y,LPGS_2.5.1,46°01'46.20"N,83°42'59.08"W,47°05'34.80"N,84°36'54.11"W,46°39'31.07"N,82°11'08.48"W,44°56'58.96"N,82°51'28.55"W,45°22'45.98"N,85°12'52.70"W,46.0295,-83.71641,47.093,-84.61503,46.65863,-82.18569,44.94971,-82.85793,45.37944,-85.21464,LC80210282015175LGN00,LC80210282015175LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015175LGN00
LC80210272015175LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20150624150450_20150624163033.01,LT8BPF20150624160423_20150624163128.01,L8CPF20150401_20150630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/06/24,2015:175:16:20:12.0619110,2015:175:16:20:43.8319080,9,36.36,61.71149218,141.70016114,5.561,5.214,163,2,Y,LPGS_2.5.1,47°26'57.12"N,83°10'36.95"W,48°30'53.60"N,84°05'39.41"W,48°04'22.04"N,81°36'00.11"W,46°22'01.13"N,82°18'09.36"W,46°48'13.25"N,84°43'08.18"W,47.4492,-83.17693,48.51489,-84.09428,48.07279,-81.60003,46.36698,-82.3026,46.80368,-84.71894,LC80210272015175LGN00,LC80210272015175LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272015175LGN00
LC80220272015166LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150615151122_20150615163618.01,LT8BPF20150615161032_20150615163713.01,L8CPF20150401_20150630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/06/15,2015:166:16:26:20.9021050,2015:166:16:26:52.6721010,9,79.3,61.82288307,142.60461669,5.11,5.555,190,2,Y,LPGS_2.5.1,47°26'57.70"N,84°43'58.26"W,48°30'54.22"N,85°39'00.54"W,48°04'22.40"N,83°09'21.20"W,46°22'01.56"N,83°51'30.85"W,46°48'13.93"N,86°16'29.68"W,47.44936,-84.73285,48.51506,-85.65015,48.07289,-83.15589,46.3671,-83.85857,46.80387,-86.27491,LC80220272015166LGN00,LC80220272015166LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015166LGN00
LC80210282015159LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150608160814_20150608163027.01,LT8BPF20150608160417_20150608163122.01,L8CPF20150401_20150630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/06/08,2015:159:16:20:30.1047920,2015:159:16:21:01.8747880,9,48.88,62.49336321,141.22433278,6.383,5.648,88,2,Y,LPGS_2.5.1,46°01'46.96"N,83°43'41.99"W,47°05'35.52"N,84°37'37.09"W,46°39'31.64"N,82°11'51.07"W,44°56'59.68"N,82°52'11.14"W,45°22'46.85"N,85°13'35.72"W,46.02971,-83.72833,47.0932,-84.62697,46.65879,-82.19752,44.94991,-82.86976,45.37968,-85.22659,LC80210282015159LGN00,LC80210282015159LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015159LGN00
LC80220272015150LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150530151110_20150530163606.01,LT8BPF20150530151205_20150530163701.01,L8CPF20150401_20150630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/30,2015:150:16:26:09.1243100,2015:150:16:26:40.8943060,9,61.89,60.72702679,145.17876125,5.749,5.291,225,2,Y,LPGS_2.5.1,47°26'57.26"N,84°43'14.88"W,48°30'53.78"N,85°38'17.02"W,48°04'21.83"N,83°08'37.75"W,46°22'01.06"N,83°50'47.51"W,46°48'13.54"N,86°15'46.30"W,47.44924,-84.7208,48.51494,-85.63806,48.07273,-83.14382,46.36696,-83.84653,46.80376,-86.26286,LC80220272015150LGN00,LC80220272015150LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015150LGN00
LC80210272015143LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20150523150434_20150523163017.01,LT8BPF20150523160411_20150523163111.01,L8CPF20150401_20150630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/23,2015:143:16:19:56.2837980,2015:143:16:20:28.0537940,9,16,59.71277405,146.45770524,4.633,5.007,407,2,Y,LPGS_2.5.1,47°26'57.41"N,83°11'06.54"W,48°30'53.89"N,84°06'08.32"W,48°04'22.22"N,81°36'29.52"W,46°22'01.16"N,82°18'39.13"W,46°48'13.43"N,84°43'37.49"W,47.44928,-83.18515,48.51497,-84.10231,48.07284,-81.6082,46.36699,-82.31087,46.80373,-84.72708,LC80210272015143LGN00,LC80210272015143LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272015143LGN00
LC80210282015143LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150523150434_20150523163017.01,LT8BPF20150523160411_20150523163111.01,L8CPF20150401_20150630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/23,2015:143:16:20:20.1748350,2015:143:16:20:51.9448310,9,15.38,60.70997301,144.29430464,5.238,5.298,364,2,Y,LPGS_2.5.1,46°01'46.38"N,83°43'28.85"W,47°05'35.05"N,84°37'23.48"W,46°39'31.25"N,82°11'38.33"W,44°56'59.10"N,82°51'58.61"W,45°22'46.24"N,85°13'22.37"W,46.02955,-83.72468,47.09307,-84.62319,46.65868,-82.19398,44.94975,-82.86628,45.37951,-85.22288,LC80210282015143LGN00,LC80210282015143LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015143LGN00
LC80220272015134LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150514161412_20150514163601.01,LT8BPF20150514161018_20150514163654.01,L8CPF20150401_20150630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/14,2015:134:16:26:03.6900910,2015:134:16:26:35.4600870,9,38.2,57.93297081,147.96436916,4.792,4.826,402,2,Y,LPGS_2.5.0,47°26'57.08"N,84°47'23.68"W,48°30'50.76"N,85°42'31.32"W,48°04'26.65"N,83°12'51.70"W,46°22'03.68"N,83°54'50.69"W,46°48'08.57"N,86°19'49.58"W,47.44919,-84.78991,48.5141,-85.7087,48.07407,-83.21436,46.36769,-83.91408,46.80238,-86.33044,LC80220272015134LGN00,LC80220272015134LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015134LGN00
LC80210272015127LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20150507150436_20150507163020.01,LT8BPF20150507150530_20150507163114.01,L8CPF20150401_20150630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/07,2015:127:16:19:58.9582890,2015:127:16:20:30.7282860,9,20.4,56.24085376,149.14278202,4.833,5.496,360,2,Y,LPGS_2.5.0,47°26'56.15"N,83°14'58.60"W,48°30'50.00"N,84°10'06.35"W,48°04'26.00"N,81°40'26.83"W,46°22'02.75"N,82°22'25.61"W,46°48'07.52"N,84°47'24.36"W,47.44893,-83.24961,48.51389,-84.16843,48.07389,-81.67412,46.36743,-82.37378,46.80209,-84.7901,LC80210272015127LGN00,LC80210272015127LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272015127LGN00
LC80210282015127LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150507150436_20150507163020.01,LT8BPF20150507150530_20150507163114.01,L8CPF20150401_20150630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/07,2015:127:16:20:22.8323820,2015:127:16:20:54.6023790,9,11.04,57.28956515,147.29469049,5.36,5.464,397,2,Y,LPGS_2.5.0,46°01'47.42"N,83°47'10.82"W,47°05'33.14"N,84°41'10.72"W,46°39'36.79"N,82°15'25.02"W,44°57'02.88"N,82°55'35.44"W,45°22'42.74"N,85°16'59.45"W,46.02984,-83.78634,47.09254,-84.68631,46.66022,-82.25695,44.9508,-82.92651,45.37854,-85.28318,LC80210282015127LGN00,LC80210282015127LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015127LGN00
LC80220272015118LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150428161428_20150428163617.01,LT8BPF20150428161035_20150428163711.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/04/28,2015:118:16:26:19.9803890,2015:118:16:26:51.7503850,9,4.15,53.68398806,150.4437906,5.366,5.618,507,2,Y,LPGS_2.5.0,47°26'56.87"N,84°48'30.31"W,48°30'50.51"N,85°43'37.99"W,48°04'26.15"N,83°13'58.01"W,46°22'03.47"N,83°55'57.22"W,46°48'08.53"N,86°20'56.47"W,47.44913,-84.80842,48.51403,-85.72722,48.07393,-83.23278,46.36763,-83.93256,46.80237,-86.34902,LC80220272015118LGN00,LC80220272015118LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015118LGN00
LC80220272015102LGN01, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150412143717_20150412163623.01,LT8BPF20150412161041_20150412163717.02,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/04/12,2015:102:16:26:26.5235200,2015:102:16:26:58.2935170,9,6.9,48.44975516,152.08181207,8.831,8.361,-1,2,Y,LPGS_2.4.0,47°26'56.18"N,84°47'19.14"W,48°30'49.90"N,85°42'27.65"W,48°04'25.03"N,83°12'45.79"W,46°22'02.53"N,83°54'45.14"W,46°48'08.17"N,86°19'46.24"W,47.44894,-84.78865,48.51386,-85.70768,48.07362,-83.21272,46.36737,-83.91254,46.80227,-86.32951,LC80220272015102LGN01,LC80220272015102LGN01,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015102LGN01
LC80210282015095LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150405160823_20150405165433.02,LT8BPF20150405160430_20150405165526.02,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/04/05,2015:095:16:20:39.3369280,2015:095:16:21:11.1069240,9,15.29,46.9439834,151.36696761,6.58,7.249,-1,2,Y,LPGS_2.4.0,46°01'46.78"N,83°45'33.23"W,47°05'32.75"N,84°39'34.34"W,46°39'35.28"N,82°13'45.98"W,44°57'02.02"N,82°53'56.94"W,45°22'42.96"N,85°15'23.62"W,46.02966,-83.75923,47.09243,-84.65954,46.6598,-82.22944,44.95056,-82.89915,45.3786,-85.25656,LC80210282015095LGN00,LC80210282015095LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015095LGN00
LC80210272015095LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20150405160823_20150405165433.02,LT8BPF20150405160430_20150405165526.02,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/04/05,2015:095:16:20:15.4543620,2015:095:16:20:47.2243590,9,21.59,45.8310272,152.66305655,5.32,6.847,-1,2,Y,LPGS_2.4.0,47°26'56.98"N,83°13'19.85"W,48°30'50.98"N,84°08'28.54"W,48°04'25.82"N,81°38'46.25"W,46°22'03.40"N,82°20'45.92"W,46°48'09.29"N,84°45'47.41"W,47.44916,-83.22218,48.51416,-84.14126,48.07384,-81.64618,46.36761,-82.34609,46.80258,-84.76317,LC80210272015095LGN00,LC80210272015095LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272015095LGN00
LC80220272015086LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150327152310_20150327170203.01,LT8BPF20150327152403_20150327170256.06,L8CPF20150302_20150331.03,L8RLUT20150303_20431231v11.h5,-.002,LGN,DAY,L1T,OLI_TIRS,2015/03/27,2015:086:16:26:33.0004440,2015:086:16:27:04.7704410,9,13.33,42.32994314,153.30659294,7.074,6.343,-1,2,Y,LPGS_2.4.0,47°26'57.59"N,84°46'14.56"W,48°30'51.37"N,85°41'23.03"W,48°04'26.08"N,83°11'40.67"W,46°22'03.79"N,83°53'40.49"W,46°48'09.83"N,86°18'42.08"W,47.44933,-84.77071,48.51427,-85.68973,48.07391,-83.19463,46.36772,-83.89458,46.80273,-86.31169,LC80220272015086LGN00,LC80220272015086LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015086LGN00
LC80220272015054LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150223161946_20150223170358.02,LT8BPF20150201000000_20150228235959.02,L8CPF20150101_20150302.03,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/02/23,2015:054:16:26:51.9317170,2015:054:16:27:23.7017140,9,35.66,29.89171348,155.58109792,5.666,6.583,127,2,Y,LPGS_2.5.0,47°26'56.87"N,84°46'21.32"W,48°30'51.05"N,85°41'28.75"W,48°04'25.18"N,83°11'47.44"W,46°22'02.89"N,83°53'48.41"W,46°48'09.50"N,86°18'49.03"W,47.44913,-84.77259,48.51418,-85.69132,48.07366,-83.19651,46.36747,-83.89678,46.80264,-86.31362,LC80220272015054LGN00,LC80220272015054LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015054LGN00
LC80210272015047LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20150216143355_20150216165811.01,LT8BPF20150201000000_20150228235959.02,L8CPF20150101_20150302.03,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/02/16,2015:047:16:20:41.4072080,2015:047:16:21:13.1772040,9,27.6,27.4434913,156.21889683,5.468,5.296,186,2,Y,LPGS_2.5.0,47°26'56.72"N,83°12'43.02"W,48°30'51.08"N,84°07'50.12"W,48°04'24.71"N,81°38'08.92"W,46°22'02.57"N,82°20'10.61"W,46°48'09.65"N,84°45'11.12"W,47.44909,-83.21195,48.51419,-84.13059,48.07353,-81.63581,46.36738,-82.33628,46.80268,-84.75309,LC80210272015047LGN00,LC80210272015047LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272015047LGN00
